brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_c
Vivo,V5s,3000,5.5,Yes,720,1280,8,4000,64.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.88,5,5,5,5
Micromax,Evok Power,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,No,Yes,65.99,3,3,4,7
Lava,Z25,3020,5.5,Yes,720,1280,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,5,5,5,5
Nubia,M2,3630,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.88,5,5,5,6
Cat,S60,3800,4.7,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,479.99,6,4,3,7
Coolpad,Note 5 Lite,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.48,3,3,4,4
Gionee,A1,4010,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,5,5,5,7
Sony,Xperia XA1 Ultra,2700,6.0,Yes,1080,1920,8,4000,64.0,23.0,16.0,Android,Yes,Yes,Yes,2,No,Yes,71.93,5,5,6,4
Sony,Xperia XZs,2900,5.2,Yes,1080,1920,4,4000,32.0,19.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,359.88,3,3,4,5
Gionee,A1 Plus,4550,6.0,Yes,1080,1920,8,4000,64.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,11.93,5,5,6,8
Motorola,Moto G5,2800,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.4,6,4,4,5
Honor,8 Lite,3000,5.2,Yes,1080,1920,8,4000,64.0,12.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,179.2,5,5,4,5
Vivo,V5 Plus,3055,5.5,Yes,1080,1920,8,4000,64.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,150.0,5,5,5,5
Nokia,6,3000,5.5,Yes,1080,1920,8,2000,16.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.0,6,4,5,5
Samsung,Galaxy A7 (2017),3600,5.7,Yes,1080,1920,8,3000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,310.8,6,4,5,6
Samsung,Galaxy A5 (2017),3000,5.2,Yes,1080,1920,8,3000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,227.99,6,4,4,5
Coolpad,Note 3S,2500,5.5,Yes,720,1080,8,3000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,107.88,6,4,5,4
Oppo,A57,2900,5.2,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,6,4,4,5
Vivo,V5,3000,5.5,Yes,720,1280,8,4000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,198.49,5,5,5,5
Asus,ZenFone 3 Max (ZC553KL),4100,5.5,Yes,1080,1920,8,2000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.19,6,4,5,7
Lyf,F1,3200,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,6,4,5,5
InFocus,Epic 1,3000,5.5,Yes,1080,1920,10,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,6,4,5,5
Honor,6X,3340,5.5,Yes,1080,1920,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.99,6,4,5,6
Intex,Aqua S7,3200,5.0,Yes,720,1280,1,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,1,2,4,5
Lenovo,P2,5100,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,6,4,5,8
Lenovo,K6 Note,4000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,106.68,6,4,5,7
Gionee,S6s,3150,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,6,4,5,5
Coolpad,Cool 1 Dual,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,151.67,6,4,5,7
Oppo,F1s,3075,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.88,6,4,5,5
BlackBerry,DTEK50,2610,5.2,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,143.99,6,4,4,4
Asus,ZenFone 3 Laser,3000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,5,5,5,5
Lenovo,Phab 2 Plus,4050,6.4,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,6,4,7,7
Yu,nicorn,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,5,5,5,7
Coolpad,Note 3 Plus,3000,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.99,6,4,5,5
LeEco,Le 1s Eco,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,6,4,5,5
Vivo,V3Max,3000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,215.75,5,5,5,5
Oppo,F1 Plus,2850,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,215.88,5,5,5,5
InFocus,Bingo 50,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88,3,3,4,4
Lenovo,Vibe K5,2750,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,6,4,4,4
Lenovo,Vibe K5 Plus,2750,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,6,4,4,4
Xolo,Era 4K,4000,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,4,7
LG,X screen,2300,4.93,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.88,3,3,4,3
Coolpad,Note 3 Lite,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,4,4
Lenovo,Vibe K4 Note,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,6,4,5,6
Gionee,Marathon M5 Plus,5020,6.0,Yes,1080,1920,8,3000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,286.8,6,5,6,8
Intex,Aqua GenX,2850,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,115.56,6,4,5,5
Yu,topia,3000,5.2,Yes,1440,2560,8,4000,32.0,21.0,8.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,359.99,5,5,4,5
InFocus,M680,2600,5.5,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,6,4,5,4
Gionee,Marathon M5 Lite,4000,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,3,3,4,7
Gionee,S6,3150,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.98,6,4,5,5
Motorola,Moto G Turbo Edition,2470,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,6,4,4,4
Micromax,Canvas 5,2900,5.2,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.6,6,4,4,5
Honor,5X,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.8,6,4,5,5
Coolpad,Note 3,3000,5.5,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,113.99,6,4,5,5
HTC,One E9s Dual SIM,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,6,4,5,4
Yu,nique,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.34,2,1,3,2
Sony,Xperia Z5 Dual,2900,5.2,Yes,1080,1920,8,3000,32.0,23.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,551.99,6,4,4,5
Acer,Liquid Z630s,4000,5.5,Yes,720,1280,8,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,86.28,6,4,5,7
Xiaomi,Redmi 2 Prime,2200,4.7,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,3,3,3
Asus,ZenFone Max,5000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,5,8
Asus,ZenFone 2 Deluxe,3000,5.5,Yes,1080,1920,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99,3,3,5,5
Gionee,Marathon M4,5000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.8,3,3,4,8
Asus,ZenFone 2 Laser (ZE550KL),3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,3,3,5,5
Motorola,Moto X Style,3000,5.7,Yes,1440,2560,6,3000,16.0,21.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,251.99,6,4,5,5
InFocus,M812,2900,5.5,Yes,1080,1920,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.99,3,3,5,5
Xolo,Black,3200,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.23,6,4,5,5
Phicomm,Passion 660,2300,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.86,6,4,4,3
Coolpad,Dazen X7,2700,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,6,4,4,4
Yu,phoria,2230,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,107.99,3,3,4,3
Honor,4C,2550,5.0,Yes,720,1280,8,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,107.99,6,4,4,4
Lenovo,A6000 Plus,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,76.79,3,3,4,3
Lenovo,A7000,2900,5.5,Yes,720,1280,8,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.99,6,4,5,5
Motorola,Moto E (Gen 2),2390,4.5,Yes,540,960,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.99,2,1,3,3
HTC,Desire 526G+ Dual SIM,2000,4.7,Yes,540,960,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,108.0,6,4,3,2
Lenovo,A6000,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,60.0,2,1,4,3
Asus,ZenFone Zoom,3000,5.5,Yes,1080,1920,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,191.99,3,3,5,5
Xiaomi,Redmi 2,2200,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.79,2,1,3,3
Lava,Iris Fuel 60,4000,5.0,Yes,720,1280,4,1000,8.0,10.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.59,2,1,4,7
Vivo,Y15,1900,4.5,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,78.47,2,1,3,2
Micromax,Canvas Selfie,2300,4.7,Yes,720,1280,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,No,166.74,6,4,3,3
Honor,4X,3000,5.5,Yes,720,1280,4,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,3,3,5,5
Xolo,Q2100,2800,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,83.98,2,1,5,5
Micromax,Canvas 4 Plus,2000,5.0,Yes,720,1280,8,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.88,6,4,4,2
Micromax,Canvas A1,1700,4.5,Yes,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,57.54,2,1,3,1
Karbonn,Sparkle V,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,34.79,2,1,3,1
Spice,Dream Uno,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,89.88,2,1,3,1
Micromax,Canvas Nitro,2500,5.0,Yes,720,1280,8,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,6,4,4,4
Nokia,Lumia 830,2200,5.0,Yes,720,1280,4,1000,16.0,10.0,0.9,Windows,Yes,Yes,Yes,1,Yes,Yes,239.99,2,1,4,3
HTC,Desire 820,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,311.99,6,4,5,4
Samsung,Galaxy Alpha,1860,4.7,Yes,720,1280,8,2000,32.0,12.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,6,4,3,2
Xolo,8X-1000,1920,5.0,Yes,720,1280,8,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,6,4,4,2
Spice,Stellar 520,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,2,1,4,2
Xiaomi,Redmi 1S,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,71.99,2,1,3,2
Honor,6,3000,5.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99,6,4,4,5
Oppo,N1 Mini,2140,5.0,Yes,720,1280,4,2000,16.0,13.0,0.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.88,3,3,4,3
Xolo,Q1200,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,164.0,2,1,4,2
Panasonic,P81,2500,5.5,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,142.8,6,4,5,4
Motorola,Moto E,1980,4.3,Yes,540,960,2,1000,4.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,1,2,3,2
Oppo,R1,2410,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,140.82,2,1,4,3
Xolo,Q1010i,2250,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,163.27,2,1,4,3
Micromax,Canvas Knight,2350,5.0,Yes,1080,1920,8,2000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,6,4,4,3
HTC,Desire 816,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,328.68,2,1,5,4
Nokia,X Dual SIM,1500,4.0,Yes,480,800,2,512,4.0,3.0,0.0,Cyanogen,Yes,Yes,Yes,2,Yes,No,95.99,1,2,2,1
Lenovo,S660,3000,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,80.4,2,1,3,5
Gionee,Elife S5.5,2300,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,131.99,6,4,4,3
LG,G Pro 2,3200,5.9,Yes,1080,1920,4,3000,16.0,13.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,504.25,3,3,6,5
Xolo,Q1100,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,164.12,2,1,4,2
Samsung,Galaxy Note 3 Neo,3100,5.5,Yes,720,1280,6,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,135.0,3,3,5,5
Asus,ZenFone 6,3300,6.0,Yes,720,1280,2,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,106.69,1,2,6,6
Nokia,Asha 502,1010,3.0,Yes,240,320,1,64,0.064,5.0,0.0,Cyanogen,Yes,Yes,No,2,No,No,41.99,1,2,1,1
Nokia,Lumia 1020,2000,4.5,Yes,768,1280,2,2000,32.0,41.0,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,131.88,1,2,3,2
Spice,Pinnacle FHD,2100,5.0,Yes,1080,1920,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,2,1,4,2
Gionee,Elife E6,2000,5.0,Yes,1080,1920,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,257.4,3,3,4,2
Micromax,Canvas 4,2000,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,62.39,2,1,4,2
Lava,Iris 504q,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,113.99,2,1,4,2
BlackBerry,Q5,2180,3.1,Yes,720,720,2,2000,8.0,5.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,129.6,1,2,1,3
BlackBerry,Q10,2100,3.1,Yes,720,720,1,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,118.79,1,2,1,2
Lenovo,P780,4000,5.0,Yes,720,1280,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,184.92,2,1,4,7
Sony,Xperia U,1320,3.5,Yes,480,854,2,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.88,1,2,2,1
Sony,Xperia SP,2370,4.6,Yes,720,1280,2,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,257.88,1,2,3,3
Samsung,Galaxy Y Pro Duos,1350,2.6,Yes,240,320,1,384,0.16,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,66.66,1,2,1,1
Samsung,Galaxy Mega 5.8,2600,5.8,Yes,540,960,2,1000,8.0,8.0,1.9,Android,Yes,Yes,Yes,2,Yes,No,83.99,1,2,6,4
Nokia,Lumia 620,1300,3.8,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,59.99,1,2,2,1
Nokia,Lumia 820,1650,4.3,Yes,480,800,2,1000,8.0,8.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,235.92,1,2,3,1
LG,Optimus G,2100,4.7,Yes,768,1280,4,2000,32.0,13.0,1.3,Android,Yes,Yes,Yes,1,Yes,No,119.99,3,3,3,2
HTC,One S,1650,4.3,Yes,540,960,2,1000,16.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,206.06,1,2,3,1
BlackBerry,Z10,1800,4.2,Yes,768,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,66.0,1,2,2,2
Infinix,S5 Lite,4000,6.5,Yes,720,1600,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,5,5,8,7
Infinix,S5,4000,6.6,Yes,720,1600,8,4000,64.0,16.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,5,5,8,7
Motorola,Moto E6s,3000,6.1,Yes,720,1560,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,5,5,6,5
Tecno,Camon i4,3500,6.2,Yes,720,1520,4,2000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.2,3,3,7,6
Nokia,4.2,3000,5.71,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,95.99,6,4,5,5
Nokia,3.2,4000,6.26,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,80.28,3,3,7,7
Samsung,Galaxy M10,3400,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,6,4,7,6
Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.59,6,4,7,7
Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,89.2,5,5,6,7
Samsung,Galaxy J6+,3300,6.0,Yes,720,1480,4,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,143.99,3,3,6,6
Samsung,Galaxy J4+,3300,6.0,Yes,720,1480,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,113.99,3,3,6,6
Samsung,Galaxy J2 Core,2600,5.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28,2,1,4,4
10.or,D2,3200,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,5,5
Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,46.8,3,3,5,4
Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,3,3,5,5
Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,3,6,7
iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,5,7
Honor,7S,3020,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,71.99,3,3,5,5
Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,5,5,5,7
Panasonic,Eluga Ray 550,3250,5.7,Yes,720,1440,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,68.51,3,3,5,6
Nokia,1,2150,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.06,2,1,3,3
Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16,3,3,5,5
iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.88,3,3,5,5
Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,6,4,5,6
Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39,3,3,4,5
Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79,3,3,5,7
InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.2,6,4,5,8
Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.75,3,3,5,5
Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.89,3,3,5,5
Lyf,C451,2800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,2,1,3,5
Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.0,6,4,4,7
Karbonn,K9 Kavach 4G,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79,2,1,4,3
Ziox,Astra Titan 4G,3000,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,2,1,4,5
InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.19,3,3,4,8
Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.4,3,3,5,5
Zopo,Speed X,2680,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79,6,4,4,4
Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,47.99,3,3,4,7
Micromax,Canvas 2 (2017),3050,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.79,3,3,4,5
Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.59,5,5,5,7
Lava,Z10,2620,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,107.04,3,3,4,4
Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,6,4,5,5
Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.88,6,4,5,5
Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,3,3,4,4
