brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price
InFocus,Bingo 50,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88
Lenovo,Vibe K5,2750,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99
Lenovo,Vibe K5 Plus,2750,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
Xolo,Era 4K,4000,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
LG,X screen,2300,4.93,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.88
Coolpad,Note 3 Lite,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Lenovo,Vibe K4 Note,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88
Gionee,Marathon M5 Plus,5020,6.0,Yes,1080,1920,8,3000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,286.80
Intex,Aqua GenX,2850,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,115.56
Yu,topia,3000,5.2,Yes,1440,2560,8,4000,32.0,21.0,8.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,359.99
InFocus,M680,2600,5.5,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88
Gionee,Marathon M5 Lite,4000,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99
Gionee,S6,3150,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.98
Motorola,Moto G Turbo Edition,2470,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99
Micromax,Canvas 5,2900,5.2,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.60
Honor,5X,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.80
Coolpad,Note 3,3000,5.5,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,113.99
HTC,One E9s Dual SIM,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Yu,nique,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.34
Sony,Xperia Z5 Dual,2900,5.2,Yes,1080,1920,8,3000,32.0,23.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,551.99
Acer,Liquid Z630s,4000,5.5,Yes,720,1280,8,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,86.28
Xiaomi,Redmi 2 Prime,2200,4.7,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Asus,ZenFone Max,5000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Asus,ZenFone 2 Deluxe,3000,5.5,Yes,1080,1920,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,203.99
Gionee,Marathon M4,5000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.80
Asus,ZenFone 2 Laser (ZE550KL),3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99
Motorola,Moto X Style,3000,5.7,Yes,1440,2560,6,3000,16.0,21.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,251.99
InFocus,M812,2900,5.5,Yes,1080,1920,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.99
Xolo,Black,3200,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.23
Phicomm,Passion 660,2300,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.86
Coolpad,Dazen X7,2700,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Yu,phoria,2230,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,107.99
Honor,4C,2550,5.0,Yes,720,1280,8,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,107.99
Lenovo,A6000 Plus,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,76.79
Lenovo,A7000,2900,5.5,Yes,720,1280,8,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.99
Motorola,Moto E (Gen 2),2390,4.5,Yes,540,960,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.99
HTC,Desire 526G+ Dual SIM,2000,4.7,Yes,540,960,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,108.00
Lenovo,A6000,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,60.00
Asus,ZenFone Zoom,3000,5.5,Yes,1080,1920,4,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,191.99
Xiaomi,Redmi 2,2200,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.79
Lava,Iris Fuel 60,4000,5.0,Yes,720,1280,4,1000,8.0,10.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.59
Vivo,Y15,1900,4.5,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,78.47
Micromax,Canvas Selfie,2300,4.7,Yes,720,1280,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,No,166.74
Honor,4X,3000,5.5,Yes,720,1280,4,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99
Xolo,Q2100,2800,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,83.98
Micromax,Canvas 4 Plus,2000,5.0,Yes,720,1280,8,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.88
Micromax,Canvas A1,1700,4.5,Yes,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,57.54
Karbonn,Sparkle V,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,34.79
Spice,Dream Uno,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,89.88
Micromax,Canvas Nitro,2500,5.0,Yes,720,1280,8,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Nokia,Lumia 830,2200,5.0,Yes,720,1280,4,1000,16.0,10.0,0.9,Windows,Yes,Yes,Yes,1,Yes,Yes,239.99
HTC,Desire 820,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,311.99
Samsung,Galaxy Alpha,1860,4.7,Yes,720,1280,8,2000,32.0,12.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,119.99
Xolo,8X-1000,1920,5.0,Yes,720,1280,8,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,65.99
Spice,Stellar 520,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Xiaomi,Redmi 1S,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,71.99
Honor,6,3000,5.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99
Oppo,N1 Mini,2140,5.0,Yes,720,1280,4,2000,16.0,13.0,0.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.88
Xolo,Q1200,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,164.00
Panasonic,P81,2500,5.5,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,142.80
Motorola,Moto E,1980,4.3,Yes,540,960,2,1000,4.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Oppo,R1,2410,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,140.82
Xolo,Q1010i,2250,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,163.27
Micromax,Canvas Knight,2350,5.0,Yes,1080,1920,8,2000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.99
HTC,Desire 816,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,328.68
Nokia,X Dual SIM,1500,4.0,Yes,480,800,2,512,4.0,3.0,0.0,Cyanogen,Yes,Yes,Yes,2,Yes,No,95.99
Lenovo,S660,3000,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,80.40
Gionee,Elife S5.5,2300,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,131.99
LG,G Pro 2,3200,5.9,Yes,1080,1920,4,3000,16.0,13.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,504.25
Xolo,Q1100,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,164.12
Samsung,Galaxy Note 3 Neo,3100,5.5,Yes,720,1280,6,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,135.00
Asus,ZenFone 6,3300,6.0,Yes,720,1280,2,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,106.69
Nokia,Asha 502,1010,3.0,Yes,240,320,1,64,0.064,5.0,0.0,Cyanogen,Yes,Yes,No,2,No,No,41.99
Nokia,Lumia 1020,2000,4.5,Yes,768,1280,2,2000,32.0,41.0,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,131.88
Spice,Pinnacle FHD,2100,5.0,Yes,1080,1920,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99
Gionee,Elife E6,2000,5.0,Yes,1080,1920,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,257.40
Micromax,Canvas 4,2000,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,62.39
Lava,Iris 504q,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,113.99
BlackBerry,Q5,2180,3.1,Yes,720,720,2,2000,8.0,5.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,129.60
BlackBerry,Q10,2100,3.1,Yes,720,720,1,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,118.79
Lenovo,P780,4000,5.0,Yes,720,1280,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,184.92
Sony,Xperia U,1320,3.5,Yes,480,854,2,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.88
Sony,Xperia SP,2370,4.6,Yes,720,1280,2,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,257.88
Samsung,Galaxy Y Pro Duos,1350,2.6,Yes,240,320,1,384,0.16,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,66.66
Samsung,Galaxy Mega 5.8,2600,5.8,Yes,540,960,2,1000,8.0,8.0,1.9,Android,Yes,Yes,Yes,2,Yes,No,83.99
Nokia,Lumia 620,1300,3.8,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,59.99
Nokia,Lumia 820,1650,4.3,Yes,480,800,2,1000,8.0,8.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,235.92
LG,Optimus G,2100,4.7,Yes,768,1280,4,2000,32.0,13.0,1.3,Android,Yes,Yes,Yes,1,Yes,No,119.99
HTC,One S,1650,4.3,Yes,540,960,2,1000,16.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,206.06
BlackBerry,Z10,1800,4.2,Yes,768,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,66.00
Infinix,S5 Lite,4000,6.5,Yes,720,1600,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
Infinix,S5,4000,6.6,Yes,720,1600,8,4000,64.0,16.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
Motorola,Moto E6s,3000,6.1,Yes,720,1560,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Tecno,Camon i4,3500,6.2,Yes,720,1520,4,2000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.20
Nokia,4.2,3000,5.71,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,95.99
Nokia,3.2,4000,6.26,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,80.28
Samsung,Galaxy M10,3400,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.59
Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,89.20
Samsung,Galaxy J6+,3300,6.0,Yes,720,1480,4,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,143.99
Samsung,Galaxy J4+,3300,6.0,Yes,720,1480,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,113.99
Samsung,Galaxy J2 Core,2600,5.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28
10.or,D2,3200,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,46.80
Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Honor,7S,3020,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,71.99
Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Panasonic,Eluga Ray 550,3250,5.7,Yes,720,1440,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,68.51
Nokia,1,2150,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.06
Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16
iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.88
Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88
Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39
Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79
InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.20
Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.75
Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.89
Lyf,C451,2800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.00
Karbonn,K9 Kavach 4G,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79
Ziox,Astra Titan 4G,3000,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.19
Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.40
Zopo,Speed X,2680,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79
Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,47.99
Micromax,Canvas 2 (2017),3050,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.79
Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.59
Lava,Z10,2620,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,107.04
Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99
Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.88
Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88
Nokia,3,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.80
Intex,Aqua Supreme+,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.40
ZTE,Blade A2 Plus,5000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99
Panasonic,Eluga Prim,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.28
Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16.0,8.0,8.0,Android,Yes,Yes,No,3,Yes,Yes,55.08
Coolpad,Mega 2.5D,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88
Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
Panasonic,Eluga Arc,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79
Vivo,V3,2550,5.0,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.76
Micromax,Canvas Spark 3,2500,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.62
InFocus,Bingo 21,2300,4.5,Yes,850,480,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.88
Honor,Holly 2 Plus,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.67
Karbonn,Quattro L50 HD,2600,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
Lyf,Earth 1,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99
Onida,i4G1,2300,5.0,No,720,1280,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.62
HTC,One X9,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,177.24
Intex,Aqua Ace,2300,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Lava,Pixel V2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,159.60
Gionee,F103,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,122.40
Micromax,Canvas Nitro 4G,2500,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59
Vivo,V1Max,2720,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,156.00
Micromax,Canvas Selfie 2,2000,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,83.99
Panasonic,Eluga Icon,3500,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.00
Karbonn,Titanium Mach Five,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
InFocus,M370,2230,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
Micromax,Canvas Xpress 2,2500,5.0,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,74.39
Lava,Pixel V1,2650,5.5,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99
Micromax,Canvas Doodle 4,3000,6.0,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,114.00
Sony,Xperia Z3+,2930,5.2,Yes,1080,1920,8,3000,32.0,20.7,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,418.98
LG,G4 Stylus,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99
Intex,Cloud N,1400,4.0,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,42.00
Micromax,Unite 3,2000,4.7,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.99
Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99
Microsoft,Lumia 540 Dual SIM,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Windows,Yes,Yes,Yes,2,Yes,No,84.00
HTC,One M9+,2840,5.2,Yes,1440,2560,8,2000,16.0,20.0,4.0,Android,Yes,Yes,Yes,1,Yes,Yes,132.00
Intex,Aqua Speed HD,1700,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,90.00
Karbonn,Titanium Mach Two S360,1900,5.0,Yes,720,1280,8,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,93.60
BlackBerry,Leap,2800,5.0,Yes,720,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,86.40
Asus,ZenFone C (ZC451CG),2100,4.5,Yes,480,854,2,1000,8.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,65.99
Lava,Iris X8,2500,5.0,Yes,720,1280,8,1000,8.0,8.0,3.0,Android,Yes,Yes,Yes,2,Yes,No,102.00
Gionee,Pioneer P6,1950,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,49.80
Karbonn,Machone Titanium S310,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,84.00
Micromax,Canvas Hue,3000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,67.19
BlackBerry,Classic,2515,3.5,Yes,720,720,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,No,166.79
Intex,Aqua Power,4000,5.0,Yes,480,854,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,54.00
Gionee,Marathon M3,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,41.88
Honor,Holly,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99
Gionee,Elife S5.1,2050,4.8,Yes,720,1280,8,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,65.99
HTC,Desire 816G,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,263.88
Lenovo,Vibe X2,2300,5.0,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,209.99
ZTE,V5,2400,5.0,Yes,720,1280,4,1000,4.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,40.79
Xolo,Play 8X-1100,2100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,70.66
LG,G3 Stylus,3000,5.5,Yes,540,960,4,1000,8.0,13.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,125.88
iBall,Andi 5K Panther,1900,5.0,Yes,540,960,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,38.39
HTC,Desire 616 Dual SIM,2000,5.0,Yes,720,1280,8,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,95.99
LG,G3 Beat,2540,5.0,Yes,720,1280,4,1000,8.0,8.0,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,71.99
