brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_t,url
Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64.0,16.0,24.0,Android,Yes,Yes,Yes,2,No,No,249.6,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+A8+Star
Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,167.4,3,2,2,3,https://www.amazon.com/s?k=Vivo+Y83+Pro
Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,70.79,1,1,1,3,https://www.amazon.com/s?k=Tecno+Camon+iSky+2
Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,55.19,1,1,1,3,https://www.amazon.com/s?k=Tecno+Camon+iACE
Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128.0,16.0,25.0,Android,Yes,Yes,Yes,1,No,No,215.88,4,3,3,3,https://www.amazon.com/s?k=Oppo+R17
Meizu,16,3010,6.0,Yes,1080,2160,8,6000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,233.88,3,2,2,3,https://www.amazon.com/s?k=Meizu+16
BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,1,No,No,167.99,3,2,2,3,https://www.amazon.com/s?k=BlackBerry+Evolve
Samsung,Galaxy On8 (2018),3500,6.0,Yes,720,1480,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.88,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+On8+(2018)
Tecno,Camon iTwin,4000,6.0,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,1,1,1,3,https://www.amazon.com/s?k=Tecno+Camon+iTwin
Vivo,Y71i,3285,6.0,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,No,Yes,No,1,No,No,90.0,1,1,1,3,https://www.amazon.com/s?k=Vivo+Y71i
Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,No,No,155.99,2,2,2,3,https://www.amazon.com/s?k=Alcatel+5V
Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Infie+33
Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.4,1,1,1,1,https://www.amazon.com/s?k=Intex+Infie+3
Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,89.4,2,2,2,4,https://www.amazon.com/s?k=Oppo+A3s
Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,3,2,2,4,https://www.amazon.com/s?k=Oppo+A5
Vivo,Z10,3225,6.0,Yes,720,1440,8,4000,32.0,16.0,24.0,Android,Yes,Yes,Yes,1,No,No,95.93,3,2,2,3,https://www.amazon.com/s?k=Vivo+Z10
Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,211.2,3,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+On6
Alcatel,1,2000,5.0,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,41.99,1,1,1,1,https://www.amazon.com/s?k=Alcatel+1
Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,117.48,2,2,2,3,https://www.amazon.com/s?k=Vivo+Y81
Panasonic,P90,2400,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.79,1,1,1,2,https://www.amazon.com/s?k=Panasonic+P90
Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,94.8,1,1,1,2,https://www.amazon.com/s?k=Lephone+Dazen+6A
Comio,C1 Pro,2500,5.0,Yes,720,1440,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,1,1,1,2,https://www.amazon.com/s?k=Comio+C1+Pro
iVoomi,V5,2800,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,2,https://www.amazon.com/s?k=iVoomi+V5
LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,203.99,3,2,2,3,https://www.amazon.com/s?k=LG+Q+Stylus+
LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,179.99,2,2,2,3,https://www.amazon.com/s?k=LG+Q+Stylus
Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.6,1,1,1,3,https://www.amazon.com/s?k=Lenovo+A5
Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,71.93,2,2,2,2,https://www.amazon.com/s?k=Nokia+3.1
Aqua,Jazz,2800,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,No,1,No,No,55.19,1,1,1,2,https://www.amazon.com/s?k=Aqua+Jazz
Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,124.79,3,2,2,3,https://www.amazon.com/s?k=Vivo+Y83
BlackBerry,KEY2,3500,4.5,Yes,1080,1620,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.93,3,2,2,3,https://www.amazon.com/s?k=BlackBerry+KEY2
Mobiistar,CQ,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,51.53,1,1,1,2,https://www.amazon.com/s?k=Mobiistar+CQ
Micromax,Bharat Go,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.47,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bharat+Go
iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,51.59,1,1,1,3,https://www.amazon.com/s?k=iVoomi+i2
LG,Q7+,3000,5.5,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,142.19,3,2,2,2,https://www.amazon.com/s?k=LG+Q7+
LG,Q7,3000,5.5,Yes,1080,2160,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,106.5,2,2,2,2,https://www.amazon.com/s?k=LG+Q7
HTC,U12+,3500,6.0,Yes,1440,2880,8,6000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,899.88,3,2,2,3,https://www.amazon.com/s?k=HTC+U12+
Nokia,X6,3060,5.8,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,2,2,3,https://www.amazon.com/s?k=Nokia+X6
Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,No,52.54,1,1,1,3,https://www.amazon.com/s?k=Kult+Impulse
Samsung,Galaxy J4,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.09,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J4
Karbonn,Frames S9,2900,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.99,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Frames+S9
Intex,Staari 10,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Staari+10
Panasonic,P95,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,44.1,1,1,1,2,https://www.amazon.com/s?k=Panasonic+P95
LG,G7 ThinQ,3000,6.1,Yes,1440,3120,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,No,No,431.99,3,2,2,2,https://www.amazon.com/s?k=LG+G7+ThinQ
Samsung,Galaxy A6,3000,5.6,Yes,720,1480,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,1,No,No,155.99,3,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+A6
Samsung,Galaxy J2 (2018),2600,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.59,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J2+(2018)
Vivo,Y53i,2500,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,92.47,1,1,1,2,https://www.amazon.com/s?k=Vivo+Y53i
Vivo,V9 Youth,3260,6.3,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,3,2,2,3,https://www.amazon.com/s?k=Vivo+V9+Youth
Motorola,Moto E5,4000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,95.4,1,1,1,3,https://www.amazon.com/s?k=Motorola+Moto+E5
Vivo,Y71,3360,6.0,Yes,720,1440,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.0,1,1,1,3,https://www.amazon.com/s?k=Vivo+Y71
Coolpad,A1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,55.08,1,1,1,2,https://www.amazon.com/s?k=Coolpad+A1
Samsung,Galaxy J7 Duo,3000,5.5,Yes,720,1280,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,127.68,3,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Duo
Honor,7A,3000,5.7,Yes,720,1440,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,2,2,2,2,https://www.amazon.com/s?k=Honor+7A
Lava,Z91,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,No,No,No,2,No,No,95.99,1,1,1,2,https://www.amazon.com/s?k=Lava+Z91
Oppo,A83 (2018),3180,5.7,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,113.88,2,2,2,3,https://www.amazon.com/s?k=Oppo+A83+(2018)
LG,K9,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,75.59,1,1,1,2,https://www.amazon.com/s?k=LG+K9
Samsung,Galaxy J7 Prime 2,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,126.0,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Prime+2
Intex,Aqua Lions E3,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Lions+E3
Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.68,1,1,1,2,https://www.amazon.com/s?k=Itel+A44+Pro
Itel,A44,2400,5.45,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,1,1,1,2,https://www.amazon.com/s?k=Itel+A44
Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,154.8,3,2,2,3,https://www.amazon.com/s?k=Motorola+Moto+G6+Plus
Lava,Z50,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.48,1,1,1,1,https://www.amazon.com/s?k=Lava+Z50
Sony,Xperia XZ2,3180,5.7,Yes,1080,2160,8,4000,64.0,19.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,694.8,3,2,2,3,https://www.amazon.com/s?k=Sony+Xperia+XZ2
Nokia,8110 4G,1500,2.45,No,240,320,2,512,4.0,2.0,0.0,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,1,https://www.amazon.com/s?k=Nokia+8110+4G
Alcatel,3V,3000,6.0,Yes,1080,2160,4,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,1,1,1,2,https://www.amazon.com/s?k=Alcatel+3V
Alcatel,3X,3000,5.7,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,1,1,1,2,https://www.amazon.com/s?k=Alcatel+3X
Cat,S61,4500,5.2,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,814.8,3,2,2,4,https://www.amazon.com/s?k=Cat+S61
Karbonn,Titanium Jumbo 2,4000,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.71,1,1,1,3,https://www.amazon.com/s?k=Karbonn+Titanium+Jumbo+2
Celkon,UniQ,2700,5.0,Yes,720,1280,4,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,86.99,1,1,1,2,https://www.amazon.com/s?k=Celkon+UniQ
Comio,C2 Lite,3900,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,1,1,1,3,https://www.amazon.com/s?k=Comio+C2+Lite
Comio,S1 Lite,3050,5.0,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.79,1,1,1,3,https://www.amazon.com/s?k=Comio+S1+Lite
Ziox,Duopix F9,2500,5.0,Yes,720,1280,4,1000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,43.19,1,1,1,2,https://www.amazon.com/s?k=Ziox+Duopix+F9
Intex,Aqua Lions T1 Lite,2200,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,45.59,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Lions+T1+Lite
Panasonic,P100,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,53.99,1,1,1,2,https://www.amazon.com/s?k=Panasonic+P100
InFocus,A2,2400,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,46.79,1,1,1,2,https://www.amazon.com/s?k=InFocus+A2
Oppo,A71 (2018),3000,5.2,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,95.99,2,2,2,2,https://www.amazon.com/s?k=Oppo+A71+(2018)
Vivo,Y53,2500,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.88,1,1,1,2,https://www.amazon.com/s?k=Vivo+Y53
Ziox,Astra Star,2350,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.59,1,1,1,2,https://www.amazon.com/s?k=Ziox+Astra+Star
HTC,U11 EYEs,3930,6.0,Yes,1080,2160,8,4000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.99,3,2,2,3,https://www.amazon.com/s?k=HTC+U11+EYEs
Karbonn,Titanium Frames S7,3000,5.5,Yes,1080,1920,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Titanium+Frames+S7
iVoomi,i1s,3000,5.45,Yes,640,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=iVoomi+i1s
Sony,Xperia L2,3300,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,879.6,1,1,1,3,https://www.amazon.com/s?k=Sony+Xperia+L2
Sony,Xperia XA2 Ultra,3580,6.0,Yes,1080,1920,8,4000,32.0,23.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,889.97,3,2,2,3,https://www.amazon.com/s?k=Sony+Xperia+XA2+Ultra
Micromax,Bharat 5 Plus,5000,5.2,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,53.64,1,1,1,4,https://www.amazon.com/s?k=Micromax+Bharat+5+Plus
Gionee,S10 Lite,3100,5.2,Yes,720,1280,4,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.48,1,1,1,3,https://www.amazon.com/s?k=Gionee+S10+Lite
Ziox,Duopix R1,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.39,1,1,1,2,https://www.amazon.com/s?k=Ziox+Duopix+R1
Celkon,Star 4G+,1800,4.0,Yes,480,800,4,512,4.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,1,https://www.amazon.com/s?k=Celkon+Star+4G+
Karbonn,K9 Music 4G,2200,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.28,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Music+4G
Itel,A20,1700,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,44.99,1,1,1,1,https://www.amazon.com/s?k=Itel+A20
Jivi,Revolution TnT3,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,30.6,1,1,1,2,https://www.amazon.com/s?k=Jivi+Revolution+TnT3
Panasonic,Eluga I9,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.88,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+I9
Intex,Elyt E6,4000,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,80.75,1,1,1,3,https://www.amazon.com/s?k=Intex+Elyt+E6
Micromax,Bharat 2 Plus,1600,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,28.08,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bharat+2+Plus
Micromax,Canvas Infinity Pro,3000,5.7,Yes,720,1440,8,4000,64.0,20.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,2,2,2,https://www.amazon.com/s?k=Micromax+Canvas+Infinity+Pro
Kult,Ambition,2600,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,47.99,1,1,1,2,https://www.amazon.com/s?k=Kult+Ambition
Micromax,Bharat 5,5000,5.2,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.48,1,1,1,4,https://www.amazon.com/s?k=Micromax+Bharat+5
Intex,Elyt Dual,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.54,1,1,1,2,https://www.amazon.com/s?k=Intex+Elyt+Dual
Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,2,2,2,2,https://www.amazon.com/s?k=Gionee+F205
Panasonic,P91,2500,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,95.88,1,1,1,2,https://www.amazon.com/s?k=Panasonic+P91
Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,3,2,2,4,https://www.amazon.com/s?k=Infinix+Zero+5
Intex,Aqua Jewel 2,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.64,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Jewel+2
Intex,Aqua Lions T1,2700,5.2,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.94,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Lions+T1
Karbonn,K9 Smart Eco,2300,5.0,Yes,480,854,4,1000,8.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Smart+Eco
Karbonn,K9 Smart Yuva,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.6,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Smart+Yuva
Karbonn,A1 Indian,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,29.4,1,1,1,1,https://www.amazon.com/s?k=Karbonn+A1+Indian
Billion,Capture+,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.68,2,2,2,3,https://www.amazon.com/s?k=Billion+Capture+
Zen,Admire Unity,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,1,1,1,2,https://www.amazon.com/s?k=Zen+Admire+Unity
Panasonic,Eluga I5,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+I5
Itel,S21,2700,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.8,1,1,1,2,https://www.amazon.com/s?k=Itel+S21
Panasonic,Eluga A4,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.22,1,1,1,4,https://www.amazon.com/s?k=Panasonic+Eluga+A4
Xiaomi,Redmi Y1 Lite,3080,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,1,1,1,3,https://www.amazon.com/s?k=Xiaomi+Redmi+Y1+Lite
Huawei,Holly 4 Plus,4000,5.5,Yes,720,1290,4,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.88,1,1,1,3,https://www.amazon.com/s?k=Huawei+Holly+4+Plus
Karbonn,K9 Smart Selfie,2300,5.0,Yes,480,854,4,1000,8.0,5.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.38,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Smart+Selfie
Celkon,Smart 4G,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,No,2,Yes,Yes,38.39,1,1,1,1,https://www.amazon.com/s?k=Celkon+Smart+4G
Sony,Xperia R1 Plus,2620,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.0,2,2,2,2,https://www.amazon.com/s?k=Sony+Xperia+R1+Plus
Sony,Xperia R1,2620,5.2,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88,2,2,2,2,https://www.amazon.com/s?k=Sony+Xperia+R1
Karbonn,Titanium Jumbo,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,89.88,1,1,1,3,https://www.amazon.com/s?k=Karbonn+Titanium+Jumbo
Micromax,Bharat-2 Ultra,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,27.59,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bharat-2+Ultra
Nokia,2,4100,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,1,1,1,4,https://www.amazon.com/s?k=Nokia+2
Lephone,W15,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.64,1,1,1,1,https://www.amazon.com/s?k=Lephone+W15
Xolo,Era 3,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.99,1,1,1,2,https://www.amazon.com/s?k=Xolo+Era+3
Xolo,Era 2V,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,1,1,1,2,https://www.amazon.com/s?k=Xolo+Era+2V
Xolo,Era 3X,3000,5.0,Yes,720,1280,4,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,1,1,1,2,https://www.amazon.com/s?k=Xolo+Era+3X
Samsung,Galaxy J2 (2017),2000,4.7,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,1,1,1,1,https://www.amazon.com/s?k=Samsung+Galaxy+J2+(2017)
Swipe,Elite Pro,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,No,Yes,2,Yes,Yes,52.79,1,1,1,2,https://www.amazon.com/s?k=Swipe+Elite+Pro
BlackBerry,Motion,4000,5.5,Yes,1080,1920,8,4000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,359.99,3,2,2,3,https://www.amazon.com/s?k=BlackBerry+Motion
Lava,Z90,2750,5.2,Yes,720,1280,4,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,1,1,1,2,https://www.amazon.com/s?k=Lava+Z90
Lava,Z80,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.7,1,1,1,2,https://www.amazon.com/s?k=Lava+Z80
Lava,Z70,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.35,1,1,1,2,https://www.amazon.com/s?k=Lava+Z70
Comio,C2,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39,1,1,1,3,https://www.amazon.com/s?k=Comio+C2
LG,K7i,2500,5.0,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.85,1,1,1,2,https://www.amazon.com/s?k=LG+K7i
